address,bank,body,from_or_to,amount
VK-AXISUPI-I,Axis Bank,"AXIS Alert: Rs.3,1,964.86 sent via UPI from Axis Bank A/c xxxx5967 to Neha Malhotra (nehamalhot@sbi) on 10/06/2025. Ref 650991060003.",Neha Malhotra,31964.86
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: INR198.49 received via UPI to IDFC FIRST Bank A/c **4777 from Tata Sky (tatasky@ybl) on 07-07-25. Ref 877031904750.,Tata Sky,198.49
BZ-HDFCBK-S,HDFC Bank,HDFC Alert: Rs.888.42 received via UPI to HDFC Bank A/c xxxx8433 from Vikas T (vikast@okhdfcbank) on 04-08-25. Ref 552289680249.,Vikas T,888.42
VK-PNBUPI,Punjab National Bank,PNB Alert: Rs.222.79 sent via UPI from Punjab National Bank A/c XX3096 to Airtel Prepaid (airtelprep@kotak) on 19-Aug-2025. Ref 750389751045.,Airtel Prepaid,222.79
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: INR418.18 sent via UPI from IndusInd Bank A/c xxxx6678 to Arun K (arunk@oksbi) on 17-Jun-2025. Ref 817774941693.,Arun K,418.18
AD-AXISBK-S,Axis Bank,AXIS Alert: ₹161.55 sent via UPI from Axis Bank A/c XX7260 to Ola (ola@ybl) on 03/07/2025. Ref 176549247807.,Ola,161.55
BP-KOTAKUPI,Kotak Mahindra Bank,"KOTAK Alert: ₹3,033.43 sent via UPI from Kotak Mahindra Bank A/c xxxx6186 to Pooja Patel (poojapatel@oksbi) on 27-08-25. Ref 159077677278.",Pooja Patel,3033.43
VM-HDFCBK,HDFC Bank,"HDFC Alert: Rs.2,986.16 sent via UPI from HDFC Bank A/c XX1616 to BPCL (bpcl@idfcbank) on 27/07/2025. Ref 258450262647.",BPCL,2986.16
BZ-HDFCBK,HDFC Bank,HDFC Alert: INR630.67 received via UPI to HDFC Bank A/c xxxx4659 from Meena S (meenas@ybl) on 06/07/2025. Ref 281020921453.,Meena S,630.67
VK-YESUPI-I,YES Bank,YES Alert: ₹113.95 received via UPI to YES Bank A/c xxxx7005 from Airtel Prepaid (airtelprep@sbi) on 31/07/2025. Ref 791693193016.,Airtel Prepaid,113.95
BZ-HDFCBK-S,HDFC Bank,HDFC Alert: Rs.240.56 received via UPI to HDFC Bank A/c xxxx4913 from Karthik M (karthikm@upi) on 10-08-25. Ref 704195438598.,Karthik M,240.56
AD-BOBMSG,Bank of Baroda,"BOB Alert: Rs.1,129.81 sent via UPI from Bank of Baroda A/c XX9811 to IRCTC (irctc@oksbi) on 21/08/2025. Ref 108410716772.",IRCTC,1129.81
AD-SBIUPI-I,State Bank of India,"SBI Alert: ₹1,8,917.43 sent via UPI from State Bank of India A/c XX6102 to Manoj P (manojp@oksbi) on 27/08/2025. Ref 981555281378.",Manoj P,18917.43
AD-HDFCBK-I,HDFC Bank,"HDFC Alert: INR3,852.46 sent via UPI from HDFC Bank A/c **6930 to Big Bazaar (bigbazaar@oksbi) on 30-Jul-2025. Ref 138907051337.",Big Bazaar,3852.46
BP-YESBNK-I,YES Bank,"YES Alert: ₹3,925.92 received via UPI to YES Bank A/c XX1057 from Manoj P (manojp@sbi) on 22/07/2025. Ref 885338904066.",Manoj P,3925.92
VK-PNBUPI-S,Punjab National Bank,"PNB Alert: ₹2,9,770.02 sent via UPI from Punjab National Bank A/c xxxx2350 to JioMart (jiomart@sbi) on 19-08-25. Ref 035718106989.",JioMart,29770.02
BP-YESBNK-I,YES Bank,YES Alert: INR387.97 received via UPI to YES Bank A/c **3524 from Deepak Nair (deepaknair@okaxis) on 28-06-25. Ref 867962989559.,Deepak Nair,387.97
AD-YESBNK-S,YES Bank,YES Alert: Rs.348.77 received via UPI to YES Bank A/c **5168 from Swiggy (swiggy@upi) on 18-Jul-2025. Ref 684786615967.,Swiggy,348.77
VK-YESUPI-I,YES Bank,YES Alert: INR105.26 received via UPI to YES Bank A/c xxxx9153 from Sunita J (sunitaj@idfcbank) on 03-Aug-2025. Ref 638111926504.,Sunita J,105.26
VM-HDFCBK-I,HDFC Bank,"HDFC Alert: INR2,486.81 sent via UPI from HDFC Bank A/c XX1900 to Croma (croma@idfcbank) on 16-06-25. Ref 306845786259.",Croma,2486.81
VK-YESUPI-I,YES Bank,"YES Alert: INR2,019.38 received via UPI to YES Bank A/c XX2515 from Neha Malhotra (nehamalhot@axl) on 22-08-25. Ref 706941045245.",Neha Malhotra,2019.38
VM-INDUSB-S,IndusInd Bank,"INDUSIND Alert: INR2,402.57 received via UPI to IndusInd Bank A/c **7602 from Amazon (amazon@okhdfcbank) on 22-08-25. Ref 551286887682.",Amazon,2402.57
BP-YESBNK-I,YES Bank,"YES Alert: INR1,0,097.80 received via UPI to YES Bank A/c **6299 from Divya R (divyar@okhdfcbank) on 24-Jul-2025. Ref 231683909148.",Divya R,10097.8
AD-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: INR4,612.63 received via UPI to Kotak Mahindra Bank A/c **5321 from Uber (uber@upi) on 01/06/2025. Ref 419793003519.",Uber,4612.63
VK-BOBUPI-S,Bank of Baroda,"BOB Alert: INR1,413.80 sent via UPI from Bank of Baroda A/c XX3250 to Anil Gupta (anilgupta@upi) on 10/07/2025. Ref 582472245741.",Anil Gupta,1413.8
VK-ICICIB-S,ICICI Bank,ICICI Alert: INR267.03 sent via UPI from ICICI Bank A/c XX1119 to Zomato (zomato@sbi) on 07-Aug-2025. Ref 966584113531.,Zomato,267.03
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: ₹3,472.13 received via UPI to Bank of Baroda A/c XX3098 from Vikas T (vikast@axl) on 22/06/2025. Ref 652590772321.",Vikas T,3472.13
TM-SBIINB,State Bank of India,"SBI Alert: INR2,190.99 sent via UPI from State Bank of India A/c XX6264 to JioMart (jiomart@ibl) on 05-08-25. Ref 357746666309.",JioMart,2190.99
VK-PNBUPI-S,Punjab National Bank,PNB Alert: Rs.71.69 received via UPI to Punjab National Bank A/c xxxx2062 from Ravi Teja (raviteja@ybl) on 16-07-25. Ref 263344392571.,Ravi Teja,71.69
AD-INDUSB-I,IndusInd Bank,"INDUSIND Alert: INR1,469.34 sent via UPI from IndusInd Bank A/c xxxx8888 to Ola (ola@okaxis) on 01-06-25. Ref 265745658195.",Ola,1469.34
AD-KOTAKB-I,Kotak Mahindra Bank,KOTAK Alert: Rs.246.77 sent via UPI from Kotak Mahindra Bank A/c xxxx6526 to Rajesh Kumar (rajeshkuma@oksbi) on 03/08/2025. Ref 477216490028.,Rajesh Kumar,246.77
BZ-BOBMSG,Bank of Baroda,BOB Alert: INR335.96 sent via UPI from Bank of Baroda A/c xxxx7467 to Ola (ola@sbi) on 06/07/2025. Ref 267164679057.,Ola,335.96
AD-YESBNK,YES Bank,"YES Alert: INR4,948.98 sent via UPI from YES Bank A/c xxxx2964 to Suresh R (sureshr@kotak) on 23-Jun-2025. Ref 092402285442.",Suresh R,4948.98
VM-HDFCBK-S,HDFC Bank,"HDFC Alert: ₹4,891.74 received via UPI to HDFC Bank A/c XX6719 from IRCTC (irctc@oksbi) on 25-07-25. Ref 301863727430.",IRCTC,4891.74
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: ₹2,3,607.77 sent via UPI from Bank of Baroda A/c **9567 to Kiran Rao (kiranrao@ibl) on 21-06-25. Ref 373094790870.",Kiran Rao,23607.77
BP-YESBNK-I,YES Bank,"YES Alert: Rs.1,8,346.28 sent via UPI from YES Bank A/c **9587 to DMart (dmart@ybl) on 06/08/2025. Ref 331566768388.",DMart,18346.28
AD-SBIUPI,State Bank of India,SBI Alert: INR396.94 received via UPI to State Bank of India A/c XX6433 from Pooja Patel (poojapatel@okhdfcbank) on 24/06/2025. Ref 989130781552.,Pooja Patel,396.94
VM-IDFCUPI-S,IDFC FIRST Bank,"IDFC Alert: Rs.1,8,257.54 received via UPI to IDFC FIRST Bank A/c **2170 from VI Prepaid (viprepaid@kotak) on 09-Aug-2025. Ref 246796271605.",VI Prepaid,18257.54
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: ₹3,3,868.83 received via UPI to Bank of Baroda A/c **1174 from Rajesh Kumar (rajeshkuma@kotak) on 14/08/2025. Ref 872995546982.",Rajesh Kumar,33868.83
VK-SBIINB-I,State Bank of India,SBI Alert: ₹104.16 received via UPI to State Bank of India A/c xxxx6855 from Swiggy (swiggy@ibl) on 06-07-25. Ref 451618479747.,Swiggy,104.16
AD-AXISBK-S,Axis Bank,AXIS Alert: Rs.492.94 sent via UPI from Axis Bank A/c **3270 to Neha Malhotra (nehamalhot@oksbi) on 07-Aug-2025. Ref 120110349722.,Neha Malhotra,492.94
BZ-BOBMSG-S,Bank of Baroda,BOB Alert: Rs.713.38 sent via UPI from Bank of Baroda A/c xxxx3882 to Airtel Prepaid (airtelprep@kotak) on 30/07/2025. Ref 910491764036.,Airtel Prepaid,713.38
AD-HDFCBK-I,HDFC Bank,HDFC Alert: ₹353.01 sent via UPI from HDFC Bank A/c xxxx8289 to Karthik M (karthikm@okaxis) on 29/06/2025. Ref 316748923645.,Karthik M,353.01
VM-IDFCUPI,IDFC FIRST Bank,"IDFC Alert: INR3,403.76 sent via UPI from IDFC FIRST Bank A/c xxxx6577 to VI Prepaid (viprepaid@axl) on 16-Aug-2025. Ref 172112047278.",VI Prepaid,3403.76
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: ₹452.39 received via UPI to IndusInd Bank A/c xxxx3803 from Rajesh Kumar (rajeshkuma@idfcbank) on 07-07-25. Ref 448025993970.,Rajesh Kumar,452.39
VK-YESUPI,YES Bank,"YES Alert: INR3,875.99 received via UPI to YES Bank A/c **4082 from HP Fuel (hpfuel@okaxis) on 01/06/2025. Ref 369181084566.",HP Fuel,3875.99
VK-YESUPI-I,YES Bank,YES Alert: INR311.48 sent via UPI from YES Bank A/c xxxx8053 to Neha Malhotra (nehamalhot@idfcbank) on 02/06/2025. Ref 980497118958.,Neha Malhotra,311.48
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: ₹2,2,586.76 received via UPI to Bank of Baroda A/c **9969 from BPCL (bpcl@kotak) on 13-06-25. Ref 667356628527.",BPCL,22586.76
AD-AXISBK,Axis Bank,"AXIS Alert: Rs.2,591.11 sent via UPI from Axis Bank A/c xxxx3420 to Neha Malhotra (nehamalhot@ybl) on 03-07-25. Ref 192331898762.",Neha Malhotra,2591.11
VM-HDFCBK-S,HDFC Bank,HDFC Alert: INR159.87 received via UPI to HDFC Bank A/c XX7162 from Airtel Prepaid (airtelprep@okaxis) on 25-Jun-2025. Ref 319608100684.,Airtel Prepaid,159.87
AD-HDFCBK,HDFC Bank,HDFC Alert: INR859.16 sent via UPI from HDFC Bank A/c XX4116 to Meena S (meenas@idfcbank) on 26-Aug-2025. Ref 332980202628.,Meena S,859.16
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: Rs.1,0,916.04 sent via UPI from Bank of Baroda A/c XX5232 to Airtel Prepaid (airtelprep@idfcbank) on 19-07-25. Ref 381899540883.",Airtel Prepaid,10916.04
VK-ICICIB-S,ICICI Bank,ICICI Alert: ₹62.70 sent via UPI from ICICI Bank A/c XX6122 to Karthik M (karthikm@ybl) on 20-08-25. Ref 085336367477.,Karthik M,62.7
AD-BOBMSG,Bank of Baroda,BOB Alert: ₹409.42 sent via UPI from Bank of Baroda A/c XX1443 to IRCTC (irctc@okaxis) on 06-06-25. Ref 917606763105.,IRCTC,409.42
AD-AXISBK-I,Axis Bank,AXIS Alert: ₹453.05 sent via UPI from Axis Bank A/c **3807 to Sunita J (sunitaj@axl) on 27-07-25. Ref 125436994153.,Sunita J,453.05
BZ-BOBMSG,Bank of Baroda,BOB Alert: Rs.421.42 sent via UPI from Bank of Baroda A/c XX5028 to VI Prepaid (viprepaid@ybl) on 02-07-25. Ref 061714383043.,VI Prepaid,421.42
VM-INDUSB,IndusInd Bank,"INDUSIND Alert: ₹3,353.69 received via UPI to IndusInd Bank A/c XX3707 from Manoj P (manojp@axl) on 17-07-25. Ref 387124761111.",Manoj P,3353.69
AD-YESBNK,YES Bank,"YES Alert: ₹2,5,575.55 sent via UPI from YES Bank A/c **4796 to Zomato (zomato@ibl) on 10-06-25. Ref 727153531998.",Zomato,25575.55
AD-YESBNK-S,YES Bank,"YES Alert: INR2,0,721.25 received via UPI to YES Bank A/c xxxx2422 from Ravi Teja (raviteja@axl) on 03/06/2025. Ref 148534111346.",Ravi Teja,20721.25
MD-PNBSMS-I,Punjab National Bank,"PNB Alert: Rs.4,3,928.40 received via UPI to Punjab National Bank A/c **6387 from Google Play Store (googleplay@ybl) on 14/08/2025. Ref 146338576469.",Google Play Store,43928.4
VM-IDFCUPI-S,IDFC FIRST Bank,IDFC Alert: Rs.139.51 sent via UPI from IDFC FIRST Bank A/c XX4945 to Amit Sharma (amitsharma@okhdfcbank) on 23-07-25. Ref 883934427990.,Amit Sharma,139.51
VK-PNBUPI,Punjab National Bank,"PNB Alert: INR2,9,856.07 received via UPI to Punjab National Bank A/c xxxx2850 from Myntra (myntra@ibl) on 26-Jul-2025. Ref 133359636787.",Myntra,29856.07
AD-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: ₹5,260.78 sent via UPI from Kotak Mahindra Bank A/c xxxx7969 to Priya Verma (priyaverma@ybl) on 11-06-25. Ref 834677454690.",Priya Verma,5260.78
VM-INDUSB,IndusInd Bank,INDUSIND Alert: Rs.201.02 sent via UPI from IndusInd Bank A/c **6399 to JioMart (jiomart@oksbi) on 11/08/2025. Ref 625199528941.,JioMart,201.02
BZ-BOBMSG,Bank of Baroda,"BOB Alert: INR2,9,984.37 sent via UPI from Bank of Baroda A/c xxxx5587 to Rajesh Kumar (rajeshkuma@idfcbank) on 06-Aug-2025. Ref 151446798533.",Rajesh Kumar,29984.37
VM-HDFCBK-I,HDFC Bank,"HDFC Alert: ₹3,395.19 received via UPI to HDFC Bank A/c xxxx5616 from HP Fuel (hpfuel@idfcbank) on 20/06/2025. Ref 686887061234.",HP Fuel,3395.19
AD-IDFCFB-I,IDFC FIRST Bank,"IDFC Alert: ₹3,224.66 sent via UPI from IDFC FIRST Bank A/c XX1508 to Nisha S (nishas@oksbi) on 14-07-25. Ref 774285468236.",Nisha S,3224.66
VK-AXISUPI,Axis Bank,"AXIS Alert: Rs.4,505.52 sent via UPI from Axis Bank A/c **7541 to HP Fuel (hpfuel@upi) on 15/06/2025. Ref 826840037919.",HP Fuel,4505.52
AD-INDUSB,IndusInd Bank,"INDUSIND Alert: ₹2,154.09 sent via UPI from IndusInd Bank A/c xxxx3466 to Pooja Patel (poojapatel@okaxis) on 20-Jun-2025. Ref 426062169864.",Pooja Patel,2154.09
VM-ICICIB,ICICI Bank,"ICICI Alert: ₹4,0,741.43 sent via UPI from ICICI Bank A/c xxxx8324 to Amazon (amazon@oksbi) on 24/08/2025. Ref 031919814420.",Amazon,40741.43
AD-KOTAKB-S,Kotak Mahindra Bank,KOTAK Alert: Rs.184.12 received via UPI to Kotak Mahindra Bank A/c xxxx8711 from Neha Malhotra (nehamalhot@upi) on 23/08/2025. Ref 711526151085.,Neha Malhotra,184.12
VK-ICICIB,ICICI Bank,"ICICI Alert: Rs.2,969.66 sent via UPI from ICICI Bank A/c xxxx8535 to PhonePe (phonepe@axl) on 29-06-25. Ref 261996633370.",PhonePe,2969.66
AD-PNBSMS,Punjab National Bank,"PNB Alert: ₹4,2,153.77 received via UPI to Punjab National Bank A/c xxxx5610 from Anil Gupta (anilgupta@upi) on 22/06/2025. Ref 629935683691.",Anil Gupta,42153.77
AD-AXISBK-I,Axis Bank,AXIS Alert: INR195.63 sent via UPI from Axis Bank A/c **7173 to Ola (ola@ibl) on 19/07/2025. Ref 252396711197.,Ola,195.63
AD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: ₹3,8,266.90 received via UPI to IDFC FIRST Bank A/c xxxx8313 from Meena S (meenas@ybl) on 31-Jul-2025. Ref 658591503025.",Meena S,38266.9
VK-ICICIB-I,ICICI Bank,"ICICI Alert: INR9,430.89 sent via UPI from ICICI Bank A/c XX8425 to Google Play Store (googleplay@axl) on 12/08/2025. Ref 666390485904.",Google Play Store,9430.89
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: Rs.3,3,880.10 sent via UPI from Bank of Baroda A/c xxxx1174 to Amit Sharma (amitsharma@axl) on 17-06-25. Ref 844659799082.",Amit Sharma,33880.1
VK-SBIINB,State Bank of India,SBI Alert: INR241.77 received via UPI to State Bank of India A/c xxxx6008 from Airtel Prepaid (airtelprep@ibl) on 06/08/2025. Ref 930957482012.,Airtel Prepaid,241.77
JD-IDFCFB-I,IDFC FIRST Bank,"IDFC Alert: INR4,9,647.36 sent via UPI from IDFC FIRST Bank A/c **4441 to Karthik M (karthikm@ybl) on 07/08/2025. Ref 100398422626.",Karthik M,49647.36
VK-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: INR3,176.03 received via UPI to Kotak Mahindra Bank A/c **8472 from VI Prepaid (viprepaid@kotak) on 01/06/2025. Ref 852818578229.",VI Prepaid,3176.03
AD-AXISBK-S,Axis Bank,AXIS Alert: ₹362.08 received via UPI to Axis Bank A/c **9572 from Deepak Nair (deepaknair@ybl) on 12-Jun-2025. Ref 940321686846.,Deepak Nair,362.08
BZ-BOBMSG-I,Bank of Baroda,"BOB Alert: Rs.3,339.19 sent via UPI from Bank of Baroda A/c **1450 to VI Prepaid (viprepaid@idfcbank) on 15-06-25. Ref 918646320726.",VI Prepaid,3339.19
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: INR354.66 sent via UPI from IDFC FIRST Bank A/c **2592 to Suresh R (sureshr@kotak) on 03-Aug-2025. Ref 243764833092.,Suresh R,354.66
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: ₹210.44 sent via UPI from IDFC FIRST Bank A/c xxxx3688 to IRCTC (irctc@axl) on 27-07-25. Ref 288718862580.,IRCTC,210.44
AD-HDFCBK,HDFC Bank,"HDFC Alert: ₹2,070.54 received via UPI to HDFC Bank A/c **2827 from Divya R (divyar@sbi) on 10/06/2025. Ref 138686890828.",Divya R,2070.54
VK-KOTAKB-I,Kotak Mahindra Bank,KOTAK Alert: ₹407.83 sent via UPI from Kotak Mahindra Bank A/c **1380 to Zomato (zomato@ibl) on 13-Jun-2025. Ref 940477945223.,Zomato,407.83
VK-AXISUPI,Axis Bank,"AXIS Alert: Rs.1,557.39 sent via UPI from Axis Bank A/c xxxx1984 to Ravi Teja (raviteja@axl) on 19-08-25. Ref 039383781924.",Ravi Teja,1557.39
VK-INDUSUPI-S,IndusInd Bank,"INDUSIND Alert: ₹2,5,233.97 received via UPI to IndusInd Bank A/c XX3082 from Amazon (amazon@upi) on 15-08-25. Ref 494225822248.",Amazon,25233.97
VM-ICICIB-S,ICICI Bank,"ICICI Alert: INR3,168.50 sent via UPI from ICICI Bank A/c **6204 to Anil Gupta (anilgupta@upi) on 18-Jul-2025. Ref 785445041022.",Anil Gupta,3168.5
BZ-BOBMSG-S,Bank of Baroda,BOB Alert: ₹108.69 received via UPI to Bank of Baroda A/c XX4073 from Myntra (myntra@oksbi) on 10-06-25. Ref 444177385217.,Myntra,108.69
VM-ICICIB-S,ICICI Bank,"ICICI Alert: INR3,289.43 received via UPI to ICICI Bank A/c xxxx7611 from Nisha S (nishas@idfcbank) on 18-07-25. Ref 059130242892.",Nisha S,3289.43
AD-YESBNK,YES Bank,"YES Alert: Rs.3,4,741.97 received via UPI to YES Bank A/c XX9471 from Big Bazaar (bigbazaar@ybl) on 11-Jul-2025. Ref 913289334241.",Big Bazaar,34741.97
AD-SBIUPI,State Bank of India,"SBI Alert: INR4,8,722.03 sent via UPI from State Bank of India A/c xxxx3092 to Neha Malhotra (nehamalhot@sbi) on 23-Jul-2025. Ref 896825471343.",Neha Malhotra,48722.03
BP-KOTAKUPI-S,Kotak Mahindra Bank,"KOTAK Alert: INR1,732.16 sent via UPI from Kotak Mahindra Bank A/c XX4481 to HP Fuel (hpfuel@okhdfcbank) on 09-07-25. Ref 166831459603.",HP Fuel,1732.16
VK-BOBUPI-S,Bank of Baroda,BOB Alert: INR389.82 sent via UPI from Bank of Baroda A/c XX7643 to Deepak Nair (deepaknair@kotak) on 08-Jun-2025. Ref 868315548443.,Deepak Nair,389.82
BZ-BOBMSG-I,Bank of Baroda,BOB Alert: INR333.04 received via UPI to Bank of Baroda A/c xxxx1409 from VI Prepaid (viprepaid@oksbi) on 26-07-25. Ref 989262889063.,VI Prepaid,333.04
VM-INDUSB-I,IndusInd Bank,INDUSIND Alert: ₹136.46 sent via UPI from IndusInd Bank A/c xxxx5850 to Lavanya K (lavanyak@upi) on 06/08/2025. Ref 415509082086.,Lavanya K,136.46
AD-INDUSB,IndusInd Bank,"INDUSIND Alert: ₹3,988.00 sent via UPI from IndusInd Bank A/c XX9397 to Tata Sky (tatasky@idfcbank) on 14/08/2025. Ref 882155058139.",Tata Sky,3988
AD-PNBSMS,Punjab National Bank,PNB Alert: Rs.244.23 received via UPI to Punjab National Bank A/c xxxx1704 from Manoj P (manojp@axl) on 22-Jul-2025. Ref 084220387660.,Manoj P,244.23
AD-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.3,393.21 sent via UPI from HDFC Bank A/c xxxx4764 to Amazon (amazon@idfcbank) on 10/08/2025. Ref 380012632659.",Amazon,3393.21
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: ₹3,3,083.59 received via UPI to Punjab National Bank A/c xxxx3700 from Karthik M (karthikm@sbi) on 04-Jun-2025. Ref 626024504326.",Karthik M,33083.59
AD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: ₹1,5,101.90 received via UPI to IDFC FIRST Bank A/c XX6458 from Croma (croma@idfcbank) on 21-06-25. Ref 907377213257.",Croma,15101.9
VK-YESUPI,YES Bank,YES Alert: Rs.239.01 received via UPI to YES Bank A/c **7545 from Sunita J (sunitaj@okhdfcbank) on 31-07-25. Ref 086438124173.,Sunita J,239.01
VK-ICICIB,ICICI Bank,"ICICI Alert: ₹4,988.71 sent via UPI from ICICI Bank A/c **3243 to Myntra (myntra@oksbi) on 05-08-25. Ref 379021228444.",Myntra,4988.71
AD-AXISBK-I,Axis Bank,"AXIS Alert: Rs.2,4,543.40 sent via UPI from Axis Bank A/c **7083 to Neha Malhotra (nehamalhot@ybl) on 24-07-25. Ref 390286956040.",Neha Malhotra,24543.4
VK-INDUSUPI,IndusInd Bank,INDUSIND Alert: ₹62.85 received via UPI to IndusInd Bank A/c XX5745 from Big Bazaar (bigbazaar@okhdfcbank) on 29-Jul-2025. Ref 677428871968.,Big Bazaar,62.85
VK-AXISUPI-I,Axis Bank,AXIS Alert: Rs.90.08 sent via UPI from Axis Bank A/c XX4754 to Sunita J (sunitaj@sbi) on 29-Jul-2025. Ref 182522421808.,Sunita J,90.08
VM-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.4,2,048.94 sent via UPI from HDFC Bank A/c **7272 to DMart (dmart@oksbi) on 20-07-25. Ref 183382010787.",DMart,42048.94
VK-KOTAKB-S,Kotak Mahindra Bank,KOTAK Alert: ₹258.10 received via UPI to Kotak Mahindra Bank A/c **8358 from Nisha S (nishas@okhdfcbank) on 09/08/2025. Ref 144577019439.,Nisha S,258.1
VM-HDFCBK-I,HDFC Bank,"HDFC Alert: Rs.2,083.02 sent via UPI from HDFC Bank A/c **3105 to PhonePe (phonepe@okaxis) on 02/06/2025. Ref 415249120936.",PhonePe,2083.02
VM-ICICIB-S,ICICI Bank,"ICICI Alert: Rs.1,207.94 received via UPI to ICICI Bank A/c XX9359 from Ravi Teja (raviteja@ibl) on 17/07/2025. Ref 001835469280.",Ravi Teja,1207.94
BP-KOTAKUPI-S,Kotak Mahindra Bank,KOTAK Alert: Rs.215.22 received via UPI to Kotak Mahindra Bank A/c XX4765 from Swiggy (swiggy@upi) on 16-06-25. Ref 992984357267.,Swiggy,215.22
VK-KOTAKB,Kotak Mahindra Bank,"KOTAK Alert: ₹3,3,226.70 received via UPI to Kotak Mahindra Bank A/c **2534 from Kiran Rao (kiranrao@idfcbank) on 15-08-25. Ref 766407571388.",Kiran Rao,33226.7
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: INR2,8,217.17 received via UPI to Bank of Baroda A/c xxxx3682 from Croma (croma@axl) on 13-Jul-2025. Ref 906839553910.",Croma,28217.17
AD-HDFCBK-S,HDFC Bank,"HDFC Alert: ₹3,674.50 received via UPI to HDFC Bank A/c xxxx6625 from Vikas T (vikast@okhdfcbank) on 07-07-25. Ref 888688683574.",Vikas T,3674.5
VK-INDUSUPI,IndusInd Bank,"INDUSIND Alert: ₹4,0,738.24 sent via UPI from IndusInd Bank A/c XX9532 to JioMart (jiomart@sbi) on 27/08/2025. Ref 503507374544.",JioMart,40738.24
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: Rs.2,676.83 sent via UPI from Bank of Baroda A/c **4198 to Deepak Nair (deepaknair@axl) on 20-08-25. Ref 089576224719.",Deepak Nair,2676.83
AD-BOBMSG,Bank of Baroda,BOB Alert: INR376.35 sent via UPI from Bank of Baroda A/c xxxx5949 to Zomato (zomato@oksbi) on 09-08-25. Ref 995734130412.,Zomato,376.35
MD-PNBSMS,Punjab National Bank,"PNB Alert: Rs.2,5,619.36 received via UPI to Punjab National Bank A/c xxxx7669 from Divya R (divyar@ibl) on 26-Aug-2025. Ref 669828382459.",Divya R,25619.36
VK-SBIINB,State Bank of India,"SBI Alert: INR2,9,034.30 received via UPI to State Bank of India A/c **2202 from DMart (dmart@okaxis) on 13-Jun-2025. Ref 234517441989.",DMart,29034.3
AD-ICICIB-I,ICICI Bank,ICICI Alert: INR925.55 sent via UPI from ICICI Bank A/c **8807 to Lavanya K (lavanyak@axl) on 27-08-25. Ref 980154579136.,Lavanya K,925.55
AD-INDUSB-S,IndusInd Bank,"INDUSIND Alert: Rs.2,399.61 sent via UPI from IndusInd Bank A/c XX7363 to JioMart (jiomart@axl) on 02/06/2025. Ref 296098142290.",JioMart,2399.61
VK-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: Rs.1,993.24 received via UPI to Kotak Mahindra Bank A/c xxxx2790 from Nisha S (nishas@ybl) on 10-06-25. Ref 517125189053.",Nisha S,1993.24
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: INR4,681.96 received via UPI to Bank of Baroda A/c XX8740 from Uber (uber@ybl) on 30-Jun-2025. Ref 653528319309.",Uber,4681.96
AD-SBIUPI,State Bank of India,"SBI Alert: Rs.2,8,803.09 received via UPI to State Bank of India A/c xxxx9892 from Deepak Nair (deepaknair@kotak) on 13-Jun-2025. Ref 344549327544.",Deepak Nair,28803.09
AD-PNBSMS-S,Punjab National Bank,PNB Alert: Rs.392.47 received via UPI to Punjab National Bank A/c XX2042 from PhonePe (phonepe@axl) on 09-Aug-2025. Ref 303734602643.,PhonePe,392.47
AD-HDFCBK-I,HDFC Bank,"HDFC Alert: INR2,0,479.09 received via UPI to HDFC Bank A/c **2670 from Kiran Rao (kiranrao@okaxis) on 06-Jun-2025. Ref 943488559943.",Kiran Rao,20479.09
